text,feature,predicted_quantile,activation,order,expected_quantile,predicted_activation
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,3150,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,21146,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13728,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,2847,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,1595,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,28675,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,29057,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10171,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30706,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,397,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,5051,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,26440,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13038,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19134,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18235,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,32446,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18510,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,24887,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,3429,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16569,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,2978,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,5867,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,12552,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,25983,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6359,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9229,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,31564,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19382,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10715,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,26144,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,21298,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23712,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,14928,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,20944,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30698,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,5837,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,11434,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,17080,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27340,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30392,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,12823,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19507,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,32347,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10672,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,17805,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13195,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,21652,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6750,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30283,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,12857,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30526,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,3903,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27830,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19753,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16514,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,29075,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,20282,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,11348,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10799,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16144,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19729,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,345,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,5288,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,1460,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7492,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,14348,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,17893,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,22941,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7598,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9614,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,20641,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23577,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13000,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,29105,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27820,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9095,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,28604,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,24071,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6175,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23771,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27955,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,24349,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23280,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,3648,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30742,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19798,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,1905,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19679,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,22945,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15812,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,28158,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,31878,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,3562,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18602,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15352,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10326,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,1123,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,20327,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10745,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,25813,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18701,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,11325,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10134,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,226,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19086,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,25414,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,20510,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,12431,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13473,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6426,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9558,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23734,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6205,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,1146,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,2975,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23065,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10640,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23702,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16205,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,25177,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,5876,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,2342,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15521,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18002,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,1823,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,476,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,21004,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7135,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,17835,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,22194,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16968,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,1728,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,31174,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,32261,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,28046,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16298,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,12944,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10567,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,239,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16375,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16820,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6871,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7888,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13159,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,8087,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,20848,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,12854,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7521,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,20620,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,26438,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,11079,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30961,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,3555,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30849,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7468,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16256,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,21796,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,31797,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7660,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,8699,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18357,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27455,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13187,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,1863,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30621,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13576,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19974,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27608,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30545,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23001,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15176,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,8710,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16746,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,26491,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,28405,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23253,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,41,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,1067,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13252,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19199,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,24046,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,11810,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,25281,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,22501,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19060,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,26671,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9908,-1.0,-1.0,-1,-1.0,-1.0
